,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
9062,3444698,17360479,Private room,Southwark,Cathedrals,63,4.5,2,1,,90,1,51.503402,-0.105385
9063,3444707,17360535,Entire home/apt,Islington,Clerkenwell,0,,2,1,1,159,1,51.527922,-0.105759
9064,3444776,6638449,Entire home/apt,Camden,Haverstock,12,4.5,,2,1,204,,51.546357,-0.148565
9065,3445040,5759120,Entire home/apt,Southwark,Riverside,15,5,4,1,1,225,1,51.498656,-0.070539
9066,3445251,17354503,Entire home/apt,Wandsworth,Graveney,2,5,4,2,1,239,2,51.428321,-0.153862
9067,3446060,16564565,Entire home/apt,Lambeth,Bishop's,4,4.5,,2,1,449,2,51.507598,-0.108488
9068,3446609,17326071,Entire home/apt,Tower Hamlets,St. Katharine's & Wapping,45,5,4,2,2,263,2,51.507385,-0.076365
9069,3447479,1554852,Entire home/apt,Haringey,Tottenham Hale,9,5,,2,1,150,1,51.586176,-0.058444
9070,3447666,17374945,Entire home/apt,Merton,Wimbledon Park,23,4.5,,2,,188,3,51.430963,-0.193703
9071,3447826,5583483,Private room,Westminster,Church Street,63,4,4,1,,58,1,51.522002,-0.169336
9072,3448487,15548809,Private room,Camden,Holborn and Covent Garden,66,4.5,2,1,1,82,2,51.5197,-0.121504
9073,3448962,1130467,Private room,Lambeth,Coldharbour,78,4.5,2,1,1,74,1,51.463099,-0.11279
9074,3449827,17369069,Entire home/apt,Hackney,Homerton,0,,,3,1,120,7,51.547135,-0.049659
9075,3450163,17389171,Private room,Haringey,Crouch End,0,,2,1,,90,1,51.58074,-0.12431
9076,3450212,6469031,Private room,Newham,Canning Town South,52,5,2,1,1,51,1,51.51957,0.020578
9077,3450638,17301678,Private room,Hackney,Shacklewell,0,,2,1,2,120,4,51.552478,-0.078715
9078,3450898,17392095,Entire home/apt,Tower Hamlets,St. Peter's,19,4.5,4,2,1,135,3,51.527071,-0.056746
9079,3451109,17392899,Private room,Hammersmith and Fulham,Shepherd's Bush Green,20,4.5,2,1,1,121,2,51.508157,-0.231814
9080,3451767,781050,Shared room,Islington,Bunhill,11,5,1,1,1,54,1,51.523106,-0.095882
9081,3451943,3508052,Entire home/apt,Brent,Kensal Green,8,4.5,4,2,1,150,2,51.534255,-0.229218
9082,3453312,14751839,Entire home/apt,Hounslow,Turnham Green,8,5,,3,1,165,3,51.493125,-0.277807
9083,3454113,15598636,Private room,Haringey,Fortis Green,11,4.5,1,1,1,53,1,51.582697,-0.161217
9084,3454116,13051365,Private room,Camden,Cantelowes,28,5,1,1,,60,2,51.547125,-0.141611
9085,3454358,15993976,Entire home/apt,Wandsworth,Latchmere,1,4,4,2,1,165,1,51.468647,-0.166995
9086,3454621,16894841,Entire home/apt,Kensington and Chelsea,Colville,16,4.5,2,1,1,135,2,51.515956,-0.205504
9087,3454770,17410894,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,39,4.5,2,1,1,149,1,51.516836,-0.076913
9088,3454833,9451709,Entire home/apt,Southwark,Faraday,13,3.5,,1,1,120,5,51.486934,-0.09386
9089,3455629,17415205,Private room,Hackney,Dalston,4,5,2,1,1,58,1,51.548726,-0.071307
9090,3456045,17190499,Private room,Lambeth,Clapham Common,25,5,2,1,1,68,3,51.451023,-0.139139
9091,3456150,9877401,Entire home/apt,Lambeth,Oval,6,5,,3,2,225,2,51.480732,-0.112196
9092,3456367,15758464,Entire home/apt,Waltham Forest,Leyton,2,3.5,5,2,1,113,1,51.565559,-0.016499
9093,3456439,7807031,Private room,Camden,Fortune Green,4,5,3,1,1,87,1,51.550195,-0.206213
9094,3457108,4882466,Entire home/apt,Wandsworth,Northcote,0,,2,2,1,449,1,51.46168,-0.168123
9095,3457382,17373949,Entire home/apt,Wandsworth,Fairfield,16,4.5,4,1,1,130,2,51.455632,-0.187626
9096,3457728,10222091,Private room,Tower Hamlets,Island Gardens,2,5,2,1,1,74,1,51.492086,-0.02515
9097,3459927,922398,Entire home/apt,Tower Hamlets,Weavers,5,4.5,,2,1,526,,51.5242,-0.071706
9098,3460179,17438243,Entire home/apt,Haringey,Tottenham Green,2,5,5,3,1,135,1,51.583718,-0.076618
9099,3460510,1654085,Private room,Kensington and Chelsea,Colville,4,4.5,2,1,1,97,1,51.515669,-0.201803
9100,3460900,17440725,Entire home/apt,Hackney,Hoxton East & Shoreditch,10,4,2,0,1,135,5,51.527757,-0.081277
9101,3461248,5951613,Entire home/apt,Lambeth,Prince's,97,4.5,,2,1,135,,51.487873,-0.115612
9102,3461656,8698589,Private room,Tower Hamlets,Bow West,1,5,2,1,1,48,1,51.527392,-0.02613
9103,3461879,17444549,Entire home/apt,Hammersmith and Fulham,Munster,30,4.5,4,2,2,269,2,51.475986,-0.21427
9104,3461949,17444802,Entire home/apt,Southwark,Camberwell Green,4,4.5,2,1,1,90,3,51.472753,-0.095577
9105,3462185,17445754,Private room,Southwark,Newington,30,5,2,1,2,113,2,51.487219,-0.105475
9106,3462423,16085457,Private room,Southwark,Camberwell Green,20,4.5,4,1,1,113,2,51.476596,-0.09996
9107,3462714,1967808,Entire home/apt,Camden,Holborn and Covent Garden,6,4.5,2,0,1,165,7,51.522037,-0.122801
9108,3463053,17414659,Private room,Islington,Tollington,0,,2,1,1,105,1,51.562732,-0.126
9109,3463129,12752711,Entire home/apt,Tower Hamlets,Whitechapel,69,4,,5,1,344,2,51.513716,-0.067952
9110,3463271,11684026,Entire home/apt,Westminster,Maida Vale,16,4.5,3,1,1,194,1,51.530127,-0.185624
9111,3463370,7561679,Entire home/apt,Hammersmith and Fulham,Avonmore and Brook Green,2,4,2,1,1,188,1,51.491169,-0.209685
9112,3464885,17456780,Private room,Southwark,South Bermondsey,11,4,2,1,1,60,3,51.488133,-0.072284
9113,3465741,17461179,Entire home/apt,Hounslow,Chiswick Riverside,3,3,4,2,1,165,1,51.482462,-0.276646
9114,3466020,16843240,Entire home/apt,Kensington and Chelsea,Notting Dale,15,4.5,4,2,,271,3,51.513132,-0.217228
9115,3466318,769488,Entire home/apt,Hackney,Hoxton West,31,5,4,1,1,271,1,51.52829,-0.090569
9116,3466460,17465027,Entire home/apt,Hammersmith and Fulham,Town,2,5,,3,2,374,2,51.477498,-0.208081
9117,3466532,200125,Entire home/apt,Hackney,Stamford Hill West,10,5,,2,1,224,1,51.569736,-0.079835
9118,3466634,11550129,Entire home/apt,Camden,Holborn and Covent Garden,8,5,2,1,1,157,7,51.525054,-0.114346
9119,3467074,17458143,Entire home/apt,Barnet,Garden Suburb,5,5,3,2,,162,1,51.580825,-0.196006
9120,3467113,16733049,Entire home/apt,Islington,St. Peter's,9,5,4,2,2,135,4,51.537876,-0.096728
9121,3467149,17468574,Entire home/apt,Kensington and Chelsea,Norland,78,4.5,2,0,1,127,2,51.515121,-0.209549
9122,3467626,17389241,Private room,Hackney,Stoke Newington,16,4.5,2,1,1,83,2,51.564422,-0.075399
9123,3467807,6918288,Private room,Hackney,Woodberry Down,5,5,1,1,1,42,2,51.572589,-0.079829
9124,3467820,15009203,Entire home/apt,Kensington and Chelsea,Redcliffe,8,4.5,,2,,271,2,51.484766,-0.192074
9125,3469288,17480565,Entire home/apt,Wandsworth,Shaftesbury,6,4.5,,5,3,449,5,51.462544,-0.157097
9126,3470093,9206465,Private room,Ealing,North Greenford,2,5,1,1,2,41,1,51.543513,-0.319551
9127,3470255,15387275,Private room,Southwark,Camberwell Green,18,4.5,2,1,1,83,3,51.478914,-0.097201
9128,3470421,17485606,Private room,Islington,Canonbury,0,,2,1,1,110,2,51.537826,-0.088301
9129,3470660,922398,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,8,4.5,,2,1,524,,51.51941,-0.078367
9130,3471743,15365025,Entire home/apt,Hackney,Stoke Newington,25,4.5,2,1,1,82,3,51.56301,-0.075814
9131,3472428,15706989,Entire home/apt,Camden,Regent's Park,15,5,2,1,1,112,4,51.535967,-0.140829
9132,3472688,17494049,Private room,Hackney,Hoxton East & Shoreditch,0,,1,1,1,254,1,51.535967,-0.085327
9133,3473149,711576,Private room,Harrow,Stanmore Park,2,4,2,1,1,89,3,51.616344,-0.307413
9134,3473986,5363313,Entire home/apt,Camden,Swiss Cottage,3,4.5,4,2,1,181,1,51.53794,-0.16506
9135,3474090,3845935,Private room,Hammersmith and Fulham,Wormholt and White City,0,,2,1,2,40,7,51.506888,-0.238052
9136,3474299,10431477,Entire home/apt,Hackney,Haggerston,0,,3,1,1,132,7,51.531915,-0.069774
9137,3474515,17501953,Private room,Lambeth,Prince's,78,5,2,1,1,83,2,51.493063,-0.116703
9138,3474650,15931376,Private room,Southwark,Grange,1,5,1,1,,113,1,51.496558,-0.077492
9139,3474655,5739922,Entire home/apt,Tower Hamlets,St. Peter's,0,,2,1,1,105,1,51.525536,-0.058463
9140,3474789,17503692,Entire home/apt,Islington,Caledonian,8,4,3,1,1,128,2,51.543806,-0.115573
9141,3474832,17503235,Private room,Tower Hamlets,Bromley North,0,,2,1,1,113,1,51.525279,-0.01166
9142,3474959,7820774,Private room,Hammersmith and Fulham,Sands End,68,4.5,2,1,,48,2,51.467088,-0.197819
9143,3475119,7820774,Private room,Hammersmith and Fulham,Sands End,61,4.5,2,1,,48,2,51.466957,-0.196295
9144,3475322,7820774,Private room,Hammersmith and Fulham,Sands End,58,4.5,2,1,,48,2,51.466377,-0.196425
9145,3476005,11877805,Entire home/apt,Lambeth,Oval,45,4.5,5,1,1,194,3,51.485048,-0.118131
9146,3476916,17512850,Entire home/apt,Haringey,Muswell Hill,2,5,,3,1,180,1,51.589302,-0.142777
9147,3477118,12825148,Private room,Lewisham,Brockley,19,4.5,2,1,1,81,1,51.472671,-0.025813
9148,3478101,5922017,Entire home/apt,Islington,Caledonian,5,3,2,0,1,119,2,51.541297,-0.117076
9149,3478177,10005589,Private room,Hammersmith and Fulham,Town,3,4.5,2,1,1,120,3,51.479753,-0.20198
9150,3478181,1438437,Entire home/apt,Southwark,South Bermondsey,9,4,5,2,1,148,1,51.488984,-0.060361
9151,3478639,17521417,Private room,Hammersmith and Fulham,Sands End,0,,1,1,1,127,1,51.468672,-0.188325
9152,3480404,4250965,Private room,Hammersmith and Fulham,Wormholt and White City,2,5,2,1,2,67,2,51.51171,-0.239042
9153,3480534,13123964,Entire home/apt,Tower Hamlets,St. Peter's,2,4.5,2,1,1,105,5,51.532397,-0.061506
9154,3480747,6659497,Entire home/apt,Lambeth,Coldharbour,2,4,2,1,1,83,4,51.45935,-0.10779
9155,3480794,17000638,Private room,Hammersmith and Fulham,Fulham Reach,4,4.5,2,1,1,112,3,51.48647,-0.221595
9156,3481303,12921252,Entire home/apt,Hackney,Hoxton East & Shoreditch,11,5,,2,1,161,3,51.534291,-0.086367
9157,3481378,9206465,Private room,Ealing,Perivale,22,4.5,2,1,2,36,1,51.54274,-0.317494
9158,3481925,3380540,Entire home/apt,Islington,St. Peter's,6,5,4,2,,180,2,51.534686,-0.094051
9159,3481931,17537865,Entire home/apt,Tower Hamlets,Weavers,50,5,,3,2,262,1,51.524208,-0.072371
9160,3482159,16736679,Entire home/apt,Tower Hamlets,Bow East,43,5,4,2,2,181,2,51.540007,-0.020285
9161,3482254,3681944,Entire home/apt,Westminster,West End,43,4.5,,2,2,209,2,51.51859,-0.138097
9162,3482263,7038124,Private room,Hackney,Haggerston,10,5,2,1,1,60,3,51.536111,-0.076649
9163,3482302,17539170,Private room,Hammersmith and Fulham,Sands End,9,4,3,1,1,90,1,51.468234,-0.189112
9164,3482462,5516729,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,10,5,4,1,1,150,4,51.482615,-0.193318
9165,3482504,115774,Private room,Camden,King's Cross,5,5,2,1,,132,1,51.527773,-0.120686
9166,3482695,8704443,Entire home/apt,Lewisham,Brockley,0,,2,1,1,143,1,51.460969,-0.034369
9167,3483383,1349562,Entire home/apt,Lewisham,Lewisham Central,2,4,,2,1,180,2,51.467808,-0.013496
9168,3483546,16774103,Private room,Hammersmith and Fulham,Sands End,7,4,4,1,2,105,2,51.468893,-0.187192
9169,3483667,17543661,Private room,Merton,Village,0,,2,1,,105,3,51.422777,-0.220541
9170,3483914,17545377,Entire home/apt,Southwark,East Walworth,1,5,2,1,1,105,2,51.4934,-0.092107
9171,3484213,17449675,Private room,Waltham Forest,High Street,7,4.5,2,1,1,48,1,51.584215,-0.039774
9172,3484703,14393673,Entire home/apt,Tower Hamlets,St. Katharine's & Wapping,92,4.5,5,1,1,158,2,51.507791,-0.069618
9173,3485159,17539274,Private room,Hammersmith and Fulham,College Park and Old Oak,2,4.5,1,1,1,49,5,51.519314,-0.246379
9174,3486558,1217487,Private room,Lewisham,Ladywell,18,4.5,2,1,1,52,1,51.464351,-0.020755
9175,3486656,3706950,Private room,Hackney,Homerton,22,4.5,2,1,1,72,1,51.54782,-0.049997
9176,3486826,16198860,Entire home/apt,Kensington and Chelsea,Redcliffe,31,4.5,2,1,1,248,3,51.483688,-0.187034
9177,3486887,17557644,Entire home/apt,Hackney,Hoxton East & Shoreditch,15,4.5,3,0,1,128,2,51.521779,-0.082279
9178,3486954,4891955,Entire home/apt,Lambeth,Thornton,4,5,4,1,1,113,3,51.447984,-0.129004
9179,3486969,17558567,Entire home/apt,Newham,Stratford and New Town,16,5,4,1,1,127,1,51.537374,-0.006963
9180,3487341,14157185,Private room,Islington,St. Mary's,75,4.5,2,1,1,68,1,51.546678,-0.109864
9181,3487476,17560977,Entire home/apt,Tower Hamlets,Bromley South,27,5,4,,,92,1,51.518721,-0.022495
9182,3487994,5562180,Private room,Hackney,King's Park,0,,2,1,1,90,1,51.553574,-0.0438
9183,3488151,4813826,Entire home/apt,Tower Hamlets,Canary Wharf,5,5,2,1,,112,2,51.499139,-0.025291
9184,3488427,17565964,Entire home/apt,Barnet,East Barnet,4,3.5,,3,,194,4,51.651391,-0.166764
9185,3488748,7113333,Entire home/apt,Wandsworth,West Putney,5,4.5,4,1,1,120,1,51.464508,-0.236712
9186,3488751,1576909,Private room,Lewisham,Evelyn,7,4.5,4,1,,150,1,51.487195,-0.041156
9187,3488958,14803837,Private room,Camden,Bloomsbury,6,4.5,2,1,1,68,3,51.524195,-0.123906
9188,3488994,17568820,Private room,Lambeth,Herne Hill,0,,2,1,1,58,2,51.468322,-0.094004
9189,3489355,5923685,Entire home/apt,Islington,Caledonian,4,5,4,1,1,135,3,51.54175,-0.113524
9190,3489513,12276794,Entire home/apt,Camden,King's Cross,10,5,,2,1,331,3,51.52908,-0.126085
9191,3489611,17572127,Private room,Hammersmith and Fulham,Wormholt and White City,2,5,2,1,2,38,2,51.507581,-0.23764
9192,3489684,17571954,Entire home/apt,Ealing,Southfield,1,4,5,2,2,195,3,51.49521,-0.270261
9193,3491805,13053104,Private room,Westminster,West End,30,4.5,2,1,,112,5,51.511416,-0.135883
9194,3491998,13124857,Private room,Tower Hamlets,Bow West,14,4.5,2,1,1,39,1,51.53269,-0.033989
9195,3492159,17521314,Entire home/apt,Kensington and Chelsea,Courtfield,51,4.5,2,1,1,193,2,51.491939,-0.181562
9196,3492376,9031605,Entire home/apt,Westminster,West End,30,4.5,2,1,1,254,3,51.51289,-0.130512
9197,3492545,4863503,Entire home/apt,Westminster,Lancaster Gate,3,4.5,4,1,1,224,3,51.513463,-0.187169
9198,3492563,17539274,Private room,Hammersmith and Fulham,Askew,1,5,1,1,1,54,3,51.503671,-0.250072
9199,3492892,3409736,Entire home/apt,Kensington and Chelsea,Redcliffe,18,5,,3,3,607,2,51.490835,-0.190118
9200,3492959,16606747,Entire home/apt,Kensington and Chelsea,Holland,2,4.5,2,1,1,254,2,51.499955,-0.209319
9201,3493022,7377011,Entire home/apt,Newham,Stratford and New Town,23,4,4,1,1,187,1,51.531079,-0.012224
9202,3493186,13041036,Entire home/apt,Camden,Belsize,0,,,2,1,165,2,51.544848,-0.168633
9203,3493566,17593446,Private room,Camden,Swiss Cottage,0,,2,1,,90,3,51.541112,-0.169093
9204,3493661,17590968,Entire home/apt,Kensington and Chelsea,Campden,2,5,2,2,1,193,2,51.503038,-0.19479
9205,3493779,17079473,Entire home/apt,Haringey,Stroud Green,1,5,3,2,1,97,5,51.57724,-0.114034
9206,3493875,17536383,Entire home/apt,Westminster,Bayswater,25,4.5,4,1,1,210,2,51.514187,-0.193055
9207,3494393,6713996,Entire home/apt,Merton,Village,0,,3,1,1,187,3,51.426879,-0.216542
9208,3495314,17598814,Private room,Haringey,West Green,42,4.5,1,1,,45,1,51.591487,-0.094666
9209,3495414,5450939,Entire home/apt,Tower Hamlets,Bow East,3,4.5,4,2,2,158,1,51.531366,-0.021653
9210,3495748,3552072,Entire home/apt,Hammersmith and Fulham,Wormholt and White City,32,4,5,2,1,180,,51.507038,-0.238435
9211,3497032,16988091,Private room,Kensington and Chelsea,Redcliffe,12,4,2,1,1,90,3,51.48602,-0.184606
9212,3497078,17607477,Private room,Tower Hamlets,St. Peter's,20,4.5,1,1,,37,2,51.534915,-0.054188
9213,3498228,5490133,Entire home/apt,Hackney,Hackney Downs,13,5,2,1,1,150,2,51.560765,-0.06006
9214,3498617,1349562,Private room,Greenwich,Greenwich West,0,,2,1,1,75,1,51.470346,-0.014781
9215,3498637,1349562,Private room,Greenwich,Greenwich West,0,,2,1,1,83,1,51.469385,-0.0135
9216,3498968,4027578,Private room,Tower Hamlets,Bow East,15,4.5,2,1,1,56,2,51.535121,-0.029233
9217,3499321,17620173,Entire home/apt,Lambeth,Oval,19,5,4,2,2,314,2,51.486453,-0.126663
9218,3500028,17598814,Private room,Haringey,West Green,35,4.5,2,1,,45,1,51.590302,-0.095229
9219,3500097,3496793,Private room,Lewisham,Brockley,1,4,1,1,2,68,2,51.462375,-0.036394
9220,3500199,17539274,Private room,Hammersmith and Fulham,College Park and Old Oak,2,3,1,1,1,50,3,51.518112,-0.247658
9221,3500644,10230617,Private room,Tower Hamlets,St. Peter's,0,,2,1,1,119,3,51.530404,-0.055744
9222,3501164,1898009,Private room,Waltham Forest,Chapel End,7,5,1,1,1,48,2,51.601011,-0.006853
9223,3501252,17629728,Private room,Haringey,Bruce Grove,1,5,2,1,1,50,4,51.596614,-0.074354
9224,3501702,11542660,Entire home/apt,Hackney,London Fields,17,4.5,2,1,1,135,1,51.535762,-0.060431
9225,3501758,17631642,Private room,Camden,St. Pancras and Somers Town,0,,2,1,,271,1,51.534368,-0.135124
9226,3501836,4426813,Private room,Southwark,Cathedrals,23,5,2,1,1,105,3,51.502608,-0.104232
9227,3502138,1432477,Entire home/apt,Kensington and Chelsea,Earl's Court,35,4,,2,1,239,1,51.492253,-0.19784
9228,3502795,17636082,Private room,Westminster,Warwick,117,5,3,1,2,74,1,51.490162,-0.142665
9229,3502829,7372949,Private room,Lambeth,Clapham Common,7,4.5,3,1,3,30,3,51.455351,-0.144296
9230,3503024,17637170,Entire home/apt,Waltham Forest,Hoe Street,1,5,3,2,1,98,1,51.589038,-0.016488
9231,3503316,17638515,Private room,Harrow,Headstone South,2,5,2,1,1,60,1,51.58689,-0.343089
9232,3503397,4207730,Private room,Ealing,East Acton,12,4,1,1,1,83,1,51.508501,-0.249057
9233,3503509,3490294,Private room,Islington,St. Peter's,5,4.5,4,1,2,180,2,51.536123,-0.090048
9234,3503688,4207730,Private room,Ealing,East Acton,13,4.5,1,1,1,83,1,51.508456,-0.248506
9235,3503755,17640128,Private room,Haringey,Alexandra,26,5,2,1,1,90,2,51.598524,-0.133897
9236,3503832,3634812,Entire home/apt,Kensington and Chelsea,Pembridge,26,5,4,1,1,254,3,51.511692,-0.201349
9237,3503909,13015873,Entire home/apt,Merton,Trinity,2,5,4,2,1,128,2,51.422184,-0.18751
9238,3504539,843497,Shared room,Kensington and Chelsea,St. Helen's,3,5,2,1,,104,2,51.518764,-0.211448
9239,3505167,16801996,Entire home/apt,Southwark,Riverside,0,,4,3,,211,1,51.496758,-0.069972
9240,3505825,17651755,Private room,Richmond upon Thames,North Richmond,25,4.5,2,1,1,52,1,51.466464,-0.281226
9241,3506019,17652814,Entire home/apt,Southwark,Cathedrals,1,5,2,2,2,180,1,51.498481,-0.100602
9242,3506033,17652866,Private room,Southwark,Peckham Rye,1,5,2,1,,48,3,51.462337,-0.058394
9243,3506036,17652897,Private room,Westminster,St. James's,66,4,2,1,1,135,1,51.510174,-0.125437
9244,3507023,16061408,Private room,Haringey,Tottenham Hale,1,5,2,1,1,38,2,51.596783,-0.060551
9245,3507139,17659656,Private room,Brent,Mapesbury,2,4,2,1,1,102,1,51.553087,-0.215333
9246,3507263,17660257,Entire home/apt,Kensington and Chelsea,Queen's Gate,68,5,3,1,,217,2,51.497866,-0.184279
9247,3507448,13085999,Entire home/apt,Lambeth,Tulse Hill,2,4.5,4,2,1,93,3,51.450258,-0.115029
9248,3507977,17662482,Private room,Camden,Haverstock,10,4.5,1,1,1,75,1,51.549204,-0.15099
9249,3508870,17667415,Private room,Camden,Fortune Green,0,,2,1,1,68,3,51.552983,-0.209399
9250,3508901,17629728,Private room,Haringey,West Green,4,5,2,1,1,42,3,51.594743,-0.079716
9251,3509328,17669360,Entire home/apt,Kensington and Chelsea,Golborne,14,4.5,4,2,1,173,3,51.521617,-0.208534
9252,3510188,4127035,Entire home/apt,Camden,St. Pancras and Somers Town,70,4,4,2,1,120,1,51.529483,-0.129883
9253,3510568,17675295,Private room,Southwark,South Camberwell,11,4.5,2,1,,54,1,51.466938,-0.088049
9254,3510729,10279513,Private room,Southwark,Grange,24,4.5,2,1,1,88,1,51.497492,-0.077905
9255,3512310,3147661,Private room,Redbridge,Wanstead,23,5,2,1,,39,3,51.58409,0.032579
9256,3512493,17685303,Entire home/apt,Westminster,Harrow Road,11,5,2,1,1,120,4,51.5271,-0.198149
9257,3513126,17688939,Entire home/apt,Hackney,Woodberry Down,78,4.5,5,1,1,125,1,51.574127,-0.081289
9258,3513216,15926890,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,4,5,2,1,1,117,4,51.519503,-0.066736
9259,3513323,17689919,Entire home/apt,Islington,Tollington,5,4.5,3,2,1,128,5,51.565348,-0.126511
9260,3514787,3418455,Entire home/apt,Hackney,London Fields,44,4.5,4,2,1,170,1,51.5405,-0.06142
9261,3515049,17699688,Entire home/apt,Hackney,Hackney Central,7,4.5,4,1,1,120,2,51.550295,-0.065493
9262,3515348,17700657,Entire home/apt,Lewisham,Telegraph Hill,16,4.5,2,1,1,75,4,51.473452,-0.04268
9263,3515573,17666904,Entire home/apt,Lambeth,Larkhall,14,5,4,2,2,165,2,51.463729,-0.124246
9264,3516143,6450328,Entire home/apt,Southwark,Cathedrals,12,4.5,2,1,1,150,1,51.494916,-0.103431
9265,3516203,11783991,Entire home/apt,Newham,Manor Park,0,,,3,2,225,3,51.54923,0.035699
9266,3516718,16774103,Private room,Hammersmith and Fulham,Sands End,22,4.5,2,1,2,53,1,51.46969,-0.187936
9267,3516945,790138,Private room,Hackney,London Fields,49,4.5,2,1,1,53,1,51.541243,-0.07456
9268,3517531,2443208,Entire home/apt,Hackney,London Fields,2,5,,2,,239,6,51.54297,-0.056859
9269,3517828,17672828,Entire home/apt,Westminster,West End,115,4.5,5,2,1,224,,51.516494,-0.13699
9270,3518264,14006672,Entire home/apt,Tower Hamlets,Bow West,0,,,2,2,97,2,51.526787,-0.027997
9271,3518447,8892959,Private room,Enfield,Southgate Green,7,4.5,1,1,1,45,1,51.626632,-0.11637
9272,3518531,17716271,Private room,Hackney,Woodberry Down,9,4.5,2,1,1,78,1,51.575192,-0.08021
9273,3518643,7221053,Entire home/apt,Tower Hamlets,St. Katharine's & Wapping,6,4,4,2,1,194,3,51.507527,-0.068569
9274,3518806,17717661,Private room,Waltham Forest,Wood Street,22,5,2,1,1,62,1,51.583859,-0.003103
9275,3518856,187811,Private room,Merton,Trinity,1,5,2,1,2,75,2,51.423142,-0.187535
9276,3519261,4127035,Private room,Camden,St. Pancras and Somers Town,65,4,2,1,1,68,1,51.529416,-0.131346
9277,3519290,6372543,Entire home/apt,Islington,St. George's,12,5,2,1,1,149,2,51.553168,-0.127497
9278,3519409,17444112,Entire home/apt,Hackney,De Beauvoir,4,5,2,1,1,128,2,51.541208,-0.077769
9279,3519652,5255614,Private room,Hackney,Clissold,5,5,2,1,1,60,2,51.551885,-0.079883
9280,3520313,17628631,Entire home/apt,Wandsworth,Queenstown,7,5,4,2,1,148,5,51.469587,-0.15037
9281,3520344,6636281,Private room,Tower Hamlets,Spitalfields & Banglatown,109,4.5,2,1,1,112,2,51.515725,-0.075575
